"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,55,55,50,49,0,0,0,0,0,41,0,48,42,69,0,0,0,0,0,50,83,70,90,57,0,0,0,0,0,66,62,48,82,41,0,0,0,0,0,40,87,79,52,45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,76,68,82,55,0,0,0,0,0,88,61,0,48,89,0,0,0,0,0,80,83,64,56,84,0,0,0,0,0,82,74,57,53,69,0,0,0,0,0,70,76,45,84,87
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,81,79,81,71,0,0,0,0,0,89,78,50,0,70,0,0,0,0,0,90,67,65,86,85,0,0,0,0,0,87,90,70,52,66,0,0,0,0,0,79,57,41,90,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,63,51,40,67,0,0,0,0,0,52,57,57,70,0,0,0,0,0,0,41,73,57,42,53,0,0,0,0,0,57,75,71,49,60,0,0,0,0,0,68,78,69,74,84
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,83,58,61,54,0,0,0,0,0,51,78,89,86,87,0,0,0,0,0,0,81,72,69,82,0,0,0,0,0,44,84,60,67,60,0,0,0,0,0,84,68,87,80,47,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73,75,48,52,0,0,0,0,0,51,75,77,72,61,0,0,0,0,0,41,0,45,69,78,0,0,0,0,0,41,48,62,58,87,0,0,0,0,0,73,51,41,86,82,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,44,64,45,88,0,0,0,0,0,60,47,63,44,73,0,0,0,0,0,59,55,0,86,58,0,0,0,0,0,53,60,68,72,87,0,0,0,0,0,48,70,73,57,44,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,51,83,56,68,0,0,0,0,0,52,65,62,68,56,0,0,0,0,0,89,87,57,0,40,0,0,0,0,0,78,60,53,79,90,0,0,0,0,0,85,84,43,57,48,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,57,81,70,61,0,0,0,0,0,70,46,80,85,60,0,0,0,0,0,64,76,65,66,0,8,0,0,0,0,62,84,48,52,86,0,0,0,0,0,75,83,83,40,62,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,71,63,78,86,0,0,0,0,0,85,74,80,66,58,0,0,0,0,4,0,74,71,42,80,0,0,0,0,0,41,52,71,60,75,0,0,0,0,0,48,61,40,70,62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,61,86,72,57,0,0,0,0,0,49,76,60,74,58,0,0,0,0,0,75,0,43,76,79,0,0,0,0,0,89,72,71,40,55,0,0,0,0,0,65,63,67,58,88
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,67,78,73,43,0,0,0,0,0,51,74,47,68,49,0,0,0,0,0,74,87,0,56,64,0,0,0,0,0,57,51,73,77,75,0,0,0,0,0,51,61,90,51,82
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,90,55,88,74,0,0,0,0,0,71,52,44,69,43,0,0,0,0,0,62,42,52,0,46,0,0,0,0,0,85,51,51,56,88,0,0,0,0,0,58,68,68,68,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,78,80,60,48,0,0,0,0,0,48,59,44,55,88,0,0,0,0,0,80,43,50,86,0,0,0,0,0,0,53,87,42,56,47,0,0,0,0,0,49,80,65,84,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,53,52,70,69,0,0,0,0,0,87,65,88,57,79,0,0,0,0,0,78,70,43,68,55,0,0,0,0,0,0,73,50,81,53,0,0,0,0,0,80,49,59,72,77,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,61,84,74,57,0,0,0,0,0,73,42,89,84,49,0,0,0,0,0,61,47,67,79,86,0,0,0,0,0,57,0,40,84,67,0,0,0,0,0,53,70,62,79,77,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,78,50,41,86,0,0,0,0,0,40,84,80,47,83,0,0,0,0,0,44,60,82,47,65,0,0,0,0,0,60,69,0,82,76,0,0,0,0,0,49,89,43,68,66,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,75,87,46,61,0,0,0,0,0,44,88,43,58,54,0,0,0,0,0,66,70,80,52,88,0,0,0,0,0,55,88,40,0,59,0,0,0,0,0,55,78,57,87,62,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,62,49,83,71,0,0,0,0,0,74,44,66,82,61,0,0,0,0,0,41,45,89,55,40,0,0,0,0,0,61,50,49,76,0,5,0,0,0,0,57,51,66,44,65,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,70,42,40,87,0,0,0,0,0,69,89,40,81,87,0,0,0,0,0,83,46,41,52,67,0,0,0,0,5,0,75,42,81,74,0,0,0,0,0,51,66,88,42,68
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,54,81,57,67,0,0,0,0,0,40,55,69,60,89,0,0,0,0,0,65,57,74,68,66,0,0,0,0,0,75,0,45,55,41,0,0,0,0,0,61,48,82,59,62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,44,54,74,60,0,0,0,0,0,69,43,88,45,82,0,0,0,0,0,77,55,55,48,47,0,0,0,0,0,78,88,0,77,46,0,0,0,0,0,72,84,76,62,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,82,44,59,55,0,0,0,0,0,56,77,63,56,43,0,0,0,0,0,81,71,43,72,45,0,0,0,0,0,71,41,82,0,89,0,0,0,0,0,83,58,40,82,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,80,41,45,76,0,0,0,0,0,86,82,71,58,71,0,0,0,0,0,42,46,44,55,45,0,0,0,0,0,65,88,54,57,0,0,0,0,0,0,49,56,46,64,54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,90,66,75,52,0,0,0,0,0,44,60,64,87,62,0,0,0,0,0,89,44,41,54,75,0,0,0,0,0,84,69,51,42,64,0,0,0,0,0,0,45,75,47,88,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,59,72,46,85,0,0,0,0,0,53,68,55,84,65,0,0,0,0,0,78,65,69,87,84,0,0,0,0,0,53,66,60,40,57,0,0,0,0,0,73,0,65,88,78,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,63,77,71,81,0,0,0,0,0,41,87,51,43,78,0,0,0,0,0,75,79,89,70,71,0,0,0,0,0,67,50,56,78,74,0,0,0,0,0,52,45,0,86,66,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,82,62,53,73,0,0,0,0,0,73,73,45,76,73,0,0,0,0,0,83,83,85,67,40,0,0,0,0,0,40,61,63,53,72,0,0,0,0,0,41,58,90,0,53,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,75,82,90,51,0,0,0,0,0,89,55,78,59,68,0,0,0,0,0,88,46,73,86,43,0,0,0,0,0,79,80,44,80,54,0,0,0,0,0,74,51,87,45,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,80,48,54,85,0,0,0,0,0,62,82,53,60,45,0,0,0,0,0,45,41,41,55,58,0,0,0,0,0,86,70,55,83,80,0,0,0,0,3,0,51,59,57,73
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,90,57,81,0,0,0,0,0,78,71,75,51,41,0,0,0,0,0,85,90,77,48,42,0,0,0,0,0,54,66,75,71,49,0,0,0,0,0,89,0,75,63,86
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,84,78,64,88,0,0,0,0,0,71,51,54,53,69,0,0,0,0,0,45,41,58,63,46,0,0,0,0,0,63,67,87,81,52,0,0,0,0,0,62,72,0,81,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,59,58,82,75,0,0,0,0,0,54,83,58,60,78,0,0,0,0,0,79,53,82,55,65,0,0,0,0,0,86,82,81,90,81,0,0,0,0,0,51,54,68,0,51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,75,75,41,86,0,0,0,0,0,74,55,74,90,89,0,0,0,0,0,81,61,55,79,65,0,0,0,0,0,41,90,66,82,53,0,0,0,0,0,90,76,90,40,0
